conversation_proxy_id,author_id,n_turns,avg_user_sentiment,sentiment_volatility,escalation_event_rate,avg_utterance_length,first_turn_frustration,recovery_rate,dropout_flag,question_ratio,rule_based_persona_hint,cluster_id,cluster_confidence,persona_cluster
179252_1,179252,2,-0.23105857863000487,0.3267661756012031,0.0,15.0,0.058695652173913045,1.0,1,0.0,cooperative,2,1.0,cooperative
179253_1,179253,2,0.0,0.0,0.0,22.5,0.026470588235294117,0.0,1,0.0,cooperative,3,0.9999999764262956,cooperative
179253_2,179253,1,0.0,0.0,0.0,13.0,0.10714285714285714,0.0,1,0.0,cooperative,3,0.9999999655529882,cooperative
179254_1,179254,2,0.0,0.0,0.5,16.0,0.24041095890410955,0.0,1,1.0,escalation_prone,1,0.9999999930665275,escalation_prone
179255_1,179255,1,0.0,0.0,0.0,17.0,0.05547945205479452,0.0,1,1.0,cooperative,5,0.999999999892907,cooperative
179256_1,179256,1,0.18309693987867137,0.0,0.0,27.0,0.0625,0.0,1,0.0,cooperative,3,0.999999999496044,cooperative
179257_1,179257,1,0.0,0.0,0.0,21.0,0.12150000000000001,0.0,1,0.0,cooperative,3,0.9999999744629203,cooperative
179258_1,179258,3,0.2538647186519216,0.43970659095430664,0.0,10.0,0.02327586206896552,0.0,0,0.3333333333333333,cooperative,4,0.9999999882388235,cooperative
179259_1,179259,1,0.0,0.0,0.0,18.0,0.020149253731343283,0.0,1,1.0,cooperative,5,0.9999999998690043,cooperative
179260_1,179260,1,0.0,0.0,0.0,24.0,0.04821428571428571,0.0,1,0.0,cooperative,3,0.9999999772539285,cooperative
179261_1,179261,6,-0.10222621006589709,0.2504020530000134,0.0,12.0,0.03103448275862069,1.0,0,0.0,cooperative,2,1.0,cooperative
179262_1,179262,4,0.051342668989245846,0.10268533797849169,0.0,17.25,0.02523364485981308,0.0,0,0.5,cooperative,4,0.9999553233540973,cooperative
179263_1,179263,3,0.0,0.0,0.0,16.333333333333332,0.07670454545454546,0.0,0,0.3333333333333333,cooperative,0,0.9999999999063292,cooperative
179263_2,179263,3,0.0,0.0,0.0,20.0,0.07745901639344262,0.0,0,0.0,cooperative,0,0.9999999998265565,cooperative
179264_1,179264,4,0.0,0.0,0.0,15.25,0.15576923076923077,0.0,0,0.0,cooperative,0,0.9999999999084679,cooperative
179265_1,179265,2,0.0,0.0,0.0,18.0,0.20891472868217054,0.0,1,0.0,cooperative,3,0.9999999788633149,cooperative
179266_1,179266,3,0.0,0.0,0.0,17.333333333333332,0.038028169014084505,0.0,0,0.0,cooperative,0,0.9999999999012772,cooperative
179266_2,179266,2,0.0,0.0,0.0,26.5,0.056842105263157895,0.0,1,0.0,cooperative,3,0.9999999796653543,cooperative
179266_3,179266,1,0.17669724962943562,0.0,0.0,28.0,0.05625,0.0,1,0.0,cooperative,3,0.9999999993901021,cooperative
179266_4,179266,1,0.0,0.0,0.0,12.0,0.1018867924528302,0.0,1,1.0,cooperative,5,0.999999999970008,cooperative
179266_5,179266,1,0.0,0.0,0.0,20.0,0.16363636363636364,0.0,1,1.0,cooperative,5,0.9999999997607603,cooperative
179266_6,179266,2,-0.07749536518581175,0.10959499646683077,0.0,24.0,0.08059701492537313,0.0,1,0.0,cooperative,4,0.99999976456207,cooperative
179267_1,179267,1,0.0,0.0,0.0,29.0,0.21474926253687315,0.0,1,0.0,cooperative,3,0.9999999863273565,cooperative
179268_1,179268,1,0.0,0.0,0.0,14.0,0.162,0.0,1,1.0,cooperative,5,0.9999999999405844,cooperative
179270_1,179270,1,0.0,0.0,0.0,14.0,0.16119402985074627,0.0,1,1.0,cooperative,5,0.9999999999406874,cooperative
179271_1,179271,1,0.0,0.0,0.0,26.0,0.06683168316831685,0.0,1,0.0,cooperative,3,0.9999999789703049,cooperative
179272_1,179272,1,0.20537067595698338,0.0,0.0,28.0,0.08915094339622642,0.0,1,0.0,cooperative,3,0.999999999796831,cooperative
179272_2,179272,2,0.0,0.0,0.0,27.5,0.06490384615384616,0.0,1,0.0,cooperative,3,0.9999999805187836,cooperative
179273_1,179273,2,0.48201379003790845,0.6816704391224676,0.0,6.5,0.0,0.0,1,0.0,silent_dropout,4,0.9999999999999993,cooperative
179274_1,179274,1,0.20537067595698338,0.0,0.0,25.0,0.1768976897689769,0.0,1,1.0,cooperative,5,0.9999999996552926,cooperative
179275_1,179275,1,0.0,0.0,0.0,27.0,0.21909385113268606,0.0,1,1.0,cooperative,5,0.9999999992470556,cooperative
179276_1,179276,1,0.0,0.0,0.0,21.0,0.1706896551724138,0.0,1,1.0,cooperative,5,0.9999999997076436,cooperative
179277_1,179277,1,0.0,0.0,0.0,3.0,0.16875,0.0,1,0.0,silent_dropout,3,0.9999999645921214,cooperative
179278_1,179278,1,0.0,0.0,0.0,14.0,0.15211267605633802,0.0,1,0.0,cooperative,3,0.9999999699539228,cooperative
179279_1,179279,1,0.0,0.0,0.0,4.0,0.2131578947368421,0.0,1,0.0,silent_dropout,3,0.9999999723150349,cooperative
179280_1,179280,1,0.0,0.0,0.0,18.0,0.10887096774193548,0.0,1,0.0,cooperative,3,0.9999999708596943,cooperative
179281_1,179281,1,0.0,0.0,0.0,27.0,0.1546875,0.0,1,1.0,cooperative,5,0.9999999993340545,cooperative
179282_1,179282,1,0.0,0.0,0.0,26.0,0.04909090909090909,0.0,1,0.0,cooperative,3,0.9999999793439971,cooperative
179282_2,179282,1,0.0,0.0,0.0,25.0,0.0661764705882353,0.0,1,0.0,cooperative,3,0.9999999779383162,cooperative
179282_3,179282,1,0.0,0.0,0.0,41.0,0.13662280701754387,0.0,1,0.0,cooperative,3,0.9999999911456214,cooperative
179283_1,179283,1,0.0,0.0,0.0,16.0,0.17307692307692307,0.0,1,0.0,cooperative,3,0.9999999736701323,cooperative
179283_2,179283,1,0.0,0.0,0.0,24.0,0.07864077669902914,0.0,1,1.0,cooperative,5,0.9999999995840199,cooperative
179284_1,179284,3,0.0,0.0,0.0,15.333333333333334,0.15,0.0,0,0.0,cooperative,0,0.9999999999080735,cooperative
179285_1,179285,2,0.0,0.0,0.0,2.5,0.0,0.0,1,0.0,silent_dropout,3,0.9999999551104369,cooperative
179286_1,179286,1,0.0,0.0,0.0,12.0,0.06532258064516129,0.0,1,1.0,cooperative,5,0.9999999999715925,cooperative
179287_1,179287,1,0.0,0.0,0.0,21.0,0.12980769230769232,0.0,1,1.0,cooperative,5,0.9999999997282067,cooperative
179288_1,179288,1,0.0,0.0,0.0,11.0,0.084375,0.0,1,0.0,silent_dropout,3,0.9999999624520555,cooperative
179289_1,179289,1,0.0,0.0,0.0,23.0,0.024999999999999998,0.0,1,1.0,cooperative,5,0.9999999996563318,cooperative
179290_1,179290,1,0.0,0.0,0.0,16.0,0.09000000000000001,0.0,1,0.0,cooperative,3,0.999999968086645,cooperative
179291_1,179291,1,0.16514041292462933,0.0,0.0,24.0,0.09798387096774196,0.0,1,0.0,cooperative,3,0.9999999989226467,cooperative
179292_1,179292,6,-0.024596601504764004,0.19502076255386952,0.16666666666666666,13.5,0.2700000000000001,2.0,0,0.0,cooperative,2,1.0,cooperative
179293_1,179293,1,-0.6133572603953825,0.0,0.0,9.0,0.08333333333333333,0.0,1,0.0,silent_dropout,3,1.0,cooperative
179294_1,179294,1,0.0,0.0,0.0,9.0,0.058695652173913045,0.0,1,0.0,silent_dropout,3,0.9999999598335209,cooperative
179295_1,179295,1,0.0,0.0,0.0,21.0,0.015168539325842697,0.0,1,1.0,cooperative,5,0.9999999997580744,cooperative
179295_2,179295,2,-0.13542355925836072,0.19151783416801024,0.0,14.5,0.2850574712643678,1.0,1,0.0,cooperative,2,1.0,cooperative
179295_3,179295,2,-0.11171941140716139,0.1579951067923471,0.0,25.0,0.26862745098039215,1.0,1,0.0,cooperative,2,1.0,cooperative
179296_1,179296,2,0.4655548043337888,0.6583939183167967,0.0,5.5,0.10657894736842105,0.0,1,0.0,silent_dropout,4,0.9999999999999976,cooperative
179296_2,179296,1,0.0,0.0,0.0,7.0,0.13500000000000004,0.0,1,0.0,silent_dropout,3,0.9999999624395712,cooperative
179296_3,179296,3,0.0,0.0,0.0,28.0,0.08513513513513513,0.0,0,0.0,cooperative,0,0.9999999994972768,cooperative
179297_1,179297,1,0.0,0.0,0.0,12.0,0.10227272727272728,0.0,1,0.0,cooperative,3,0.9999999642652717,cooperative
179298_1,179298,1,0.0,0.0,0.0,20.0,0.22108843537414968,0.0,1,1.0,cooperative,5,0.9999999997279048,cooperative
179299_1,179299,3,0.0,0.0,0.0,19.0,0.05547945205479452,0.0,0,0.3333333333333333,cooperative,0,0.9999999998589573,cooperative
179300_1,179300,1,0.0,0.0,0.0,17.0,0.108,0.0,1,0.0,cooperative,3,0.9999999697702546,cooperative
179301_1,179301,2,0.0,0.0,0.0,13.5,0.030337078651685393,0.0,1,0.0,cooperative,3,0.9999999657134963,cooperative
179302_1,179302,2,0.1168479085925308,0.16524789706648876,0.0,14.5,0.1125,0.0,1,0.0,cooperative,4,0.9999999596767911,cooperative
179303_1,179303,1,0.5731316113286532,0.0,0.0,17.0,0.10617977528089888,0.0,1,0.0,cooperative,3,1.0,cooperative
179303_2,179303,1,0.0,0.0,0.0,33.0,0.14496644295302014,0.0,1,0.0,cooperative,3,0.9999999859343802,cooperative
179304_1,179304,2,0.1168479085925308,0.16524789706648876,0.0,27.0,0.05827338129496403,0.0,1,1.0,cooperative,4,0.9999999486719683,cooperative
179305_1,179305,1,0.0,0.0,0.0,24.0,0.14152298850574713,0.0,1,0.0,cooperative,3,0.9999999782439206,cooperative
179306_1,179306,1,0.0,0.0,0.0,5.0,0.36025641025641025,0.0,1,0.0,silent_dropout,3,0.9999999924221505,cooperative
179307_1,179307,1,-0.17669724962943562,0.0,0.0,28.0,0.049999999999999996,0.0,1,1.0,cooperative,5,0.9999999990075494,cooperative
179308_1,179308,1,0.0,0.0,0.0,22.0,0.0,0.0,1,0.0,cooperative,3,0.99999997737433,cooperative
179309_1,179309,1,0.0,0.0,0.0,23.0,0.2371014492753623,0.0,1,1.0,cooperative,5,0.9999999995261639,cooperative
179309_2,179309,1,0.0,0.0,0.0,30.0,0.044407894736842105,0.0,1,0.0,cooperative,3,0.999999983397018,cooperative
179311_1,179311,1,0.0,0.0,0.0,22.0,0.012162162162162163,0.0,1,1.0,cooperative,5,0.9999999997107416,cooperative
179312_1,179312,2,0.0,0.0,0.0,18.5,0.1565217391304348,0.0,1,0.5,cooperative,5,0.9999999451206543,cooperative
179312_2,179312,2,0.0,0.0,0.0,5.5,0.1265625,0.0,1,0.0,silent_dropout,3,0.9999999603747839,cooperative
179313_1,179313,1,0.366708940375566,0.0,0.0,14.0,0.2288135593220339,0.0,1,0.0,cooperative,3,0.9999999999999858,cooperative
179314_1,179314,2,0.0,0.0,0.0,28.0,0.05242718446601941,0.0,1,0.0,cooperative,3,0.9999999812726446,cooperative
179315_1,179315,1,0.0,0.0,0.0,8.0,0.054,0.0,1,0.0,silent_dropout,3,0.9999999587431221,cooperative
179315_2,179315,1,0.0,0.0,0.0,9.0,0.06279069767441861,0.0,1,1.0,silent_dropout,5,0.999999999989118,cooperative
179316_1,179316,1,0.0,0.0,0.0,10.0,0.2935483870967742,0.0,1,0.0,silent_dropout,3,0.9999999858589526,cooperative
179317_1,179317,1,0.0,0.0,0.0,11.0,0.15,0.0,1,0.0,silent_dropout,3,0.99999996724392,cooperative
179318_1,179318,1,0.0,0.0,0.0,23.0,0.041326530612244894,0.0,1,0.0,cooperative,3,0.9999999763788135,cooperative
179319_1,179319,3,-0.0028865287271703974,0.20971536842804658,0.0,18.0,0.02872340425531915,1.9595403654838877,0,0.3333333333333333,cooperative,2,1.0,cooperative
179319_2,179319,1,0.0,0.0,0.0,33.0,0.06806722689075631,0.0,1,0.0,cooperative,3,0.9999999855289587,cooperative
179320_1,179320,1,0.0,0.0,0.0,26.0,0.05454545454545455,0.0,1,0.0,cooperative,3,0.999999979204006,cooperative
179321_1,179321,1,0.0,0.0,0.0,16.0,0.45,0.0,1,0.0,cooperative,3,0.9999999978144842,cooperative
179322_1,179322,1,0.0,0.0,0.0,23.0,0.0,0.0,1,0.0,cooperative,3,0.9999999784440095,cooperative
179322_2,179322,1,0.0,0.0,0.0,29.0,0.03319672131147541,0.0,1,0.0,cooperative,3,0.999999982829472,cooperative
179322_3,179322,1,0.0,0.0,0.0,31.0,0.10296610169491525,0.0,1,0.0,cooperative,3,0.9999999836224448,cooperative
179323_1,179323,1,0.0,0.0,0.0,13.0,0.08265306122448979,0.0,1,1.0,cooperative,5,0.9999999999610161,cooperative
179324_1,179324,1,0.0,0.0,0.0,27.0,0.0,0.0,1,0.0,cooperative,3,0.9999999824688964,cooperative
179324_2,179324,2,0.0,0.0,0.0,12.0,0.051923076923076926,0.0,1,0.0,cooperative,3,0.9999999632910395,cooperative
179325_1,179325,1,0.0,0.0,0.0,10.0,0.29454545454545455,0.0,1,0.0,silent_dropout,3,0.9999999859810735,cooperative
179326_1,179326,1,0.0,0.0,0.0,17.0,0.075,0.0,1,0.0,cooperative,3,0.9999999689915886,cooperative
179327_1,179327,1,0.0,0.0,0.0,30.0,0.0994736842105263,0.0,1,1.0,cooperative,5,0.999999999196298,cooperative
179328_1,179328,1,0.0,0.0,0.0,15.0,0.13728813559322034,0.0,1,1.0,cooperative,5,0.9999999999264233,cooperative
179329_1,179329,1,0.0,0.0,0.0,10.0,0.07105263157894737,0.0,1,0.0,silent_dropout,3,0.9999999610420084,cooperative
179330_1,179330,1,0.0,0.0,0.0,6.0,0.06428571428571428,0.0,1,0.0,silent_dropout,3,0.999999956720079,cooperative
179331_1,179331,1,0.0,0.0,0.0,12.0,0.18173076923076925,0.0,1,1.0,cooperative,5,0.999999999964647,cooperative
179331_2,179331,5,0.0,0.0,0.0,15.8,0.12385321100917432,0.0,0,0.6,cooperative,0,0.9999999998801385,cooperative
179331_3,179331,1,0.0,0.0,0.0,5.0,0.1265625,0.0,1,1.0,silent_dropout,5,0.9999999999971365,cooperative
179332_1,179332,1,0.0,0.0,0.0,25.0,0.08265306122448979,0.0,1,0.0,cooperative,3,0.9999999778140103,cooperative
179333_1,179333,1,0.0,0.0,0.0,24.0,0.0,0.0,1,0.0,cooperative,3,0.9999999794896406,cooperative
179334_1,179334,1,0.0,0.0,0.0,26.0,0.029347826086956522,0.0,1,0.0,cooperative,3,0.9999999800278376,cooperative
179335_1,179335,1,0.0,0.0,0.0,27.0,0.12397959183673471,0.0,1,1.0,cooperative,5,0.9999999993627924,cooperative
179336_1,179336,1,0.0,0.0,0.0,13.0,0.16016949152542373,0.0,1,1.0,cooperative,5,0.999999999955115,cooperative
179336_2,179336,1,0.0,0.0,0.0,24.0,0.06,0.0,1,1.0,cooperative,5,0.9999999995906705,cooperative
179336_3,179336,1,0.0,0.0,0.0,17.0,0.09642857142857142,0.0,1,0.0,cooperative,3,0.999999969358925,cooperative
179337_1,179337,1,0.0,0.0,0.0,19.0,0.10124999999999999,0.0,1,0.0,cooperative,3,0.9999999716637267,cooperative
179338_1,179338,5,0.0,0.0,0.0,19.8,0.22612179487179485,0.0,0,0.2,cooperative,0,0.9999999998053326,cooperative
179338_2,179338,1,0.0,0.0,0.0,25.0,0.08181818181818182,0.0,1,1.0,cooperative,5,0.9999999995206075,cooperative
179339_1,179339,2,0.0,0.0,0.0,8.5,0.10588235294117647,0.0,1,0.0,silent_dropout,3,0.999999961042289,cooperative
179340_1,179340,2,0.0,0.0,0.0,14.5,0.04821428571428571,0.0,1,0.0,cooperative,3,0.9999999663065117,cooperative
179341_1,179341,1,0.0,0.0,0.0,18.0,0.04879518072289156,0.0,1,0.0,cooperative,3,0.9999999704341431,cooperative
179342_1,179342,2,0.0,0.0,0.0,7.0,0.3010752688172043,0.0,1,0.0,silent_dropout,3,0.9999999862670599,cooperative
179343_1,179343,1,0.0,0.0,0.0,9.0,0.14464285714285713,0.0,1,0.0,silent_dropout,3,0.9999999650655701,cooperative
179344_1,179344,1,0.0,0.0,0.0,2.0,0.29531250000000003,0.0,1,0.0,silent_dropout,3,0.9999999849814999,cooperative
179345_1,179345,4,0.34830669148189686,0.44543879679214476,0.0,9.5,0.04263157894736842,0.0,0,0.75,cooperative,4,0.9999999890360065,cooperative
179346_1,179346,1,0.0,0.0,0.0,7.0,0.47820512820512817,0.0,1,0.0,silent_dropout,3,0.9999999984789518,cooperative
179347_1,179347,2,0.0,0.0,0.0,25.5,0.04090909090909091,0.0,1,0.5,cooperative,5,0.9999998518765704,cooperative
179348_1,179348,2,0.0,0.0,0.0,21.5,0.027,0.0,1,0.0,cooperative,3,0.9999999752866419,cooperative
179348_2,179348,2,0.0,0.0,0.5,23.5,0.38925619834710745,0.0,1,0.0,escalation_prone,1,0.9999996401910386,escalation_prone
179348_3,179348,2,0.0,0.0,0.0,24.0,0.05046728971962616,0.0,1,0.0,cooperative,3,0.9999999771918093,cooperative
179349_1,179349,2,0.0,0.0,0.0,6.0,0.0,0.0,1,0.0,silent_dropout,3,0.9999999588278259,cooperative
179350_1,179350,1,0.0,0.0,0.0,11.0,0.03214285714285714,0.0,1,0.0,silent_dropout,3,0.9999999626574592,cooperative
179351_1,179351,1,0.0,0.0,0.0,24.0,0.08035714285714285,0.0,1,1.0,cooperative,5,0.9999999995833306,cooperative
179351_2,179351,2,0.0,0.0,0.5,13.5,0.3857142857142857,0.0,1,0.0,escalation_prone,1,0.9999997590125875,escalation_prone
179352_1,179352,1,0.0,0.0,0.0,15.0,0.2074712643678161,0.0,1,0.0,cooperative,3,0.9999999768222454,cooperative
179353_1,179353,4,0.07567743233302712,0.15135486466605425,0.0,18.5,0.2644308943089431,0.0,0,0.25,cooperative,4,0.9999707423038224,cooperative
179353_2,179353,1,0.0,0.0,0.0,14.0,0.09152542372881357,0.0,1,1.0,cooperative,5,0.9999999999477787,cooperative
179354_1,179354,1,0.0,0.0,0.0,19.0,0.052941176470588235,0.0,1,0.0,cooperative,3,0.9999999715027923,cooperative
179355_1,179355,1,0.0,0.0,0.0,22.0,0.014673913043478261,0.0,1,0.0,cooperative,3,0.9999999764777956,cooperative
179356_1,179356,1,0.0,0.0,0.0,6.0,0.1396551724137931,0.0,1,0.0,silent_dropout,3,0.9999999622482008,cooperative
179357_1,179357,1,0.20537067595698338,0.0,0.0,23.0,0.07363636363636364,0.0,1,0.0,cooperative,3,0.9999999997606928,cooperative
179357_2,179357,2,0.0,0.0,0.0,6.5,0.16875,0.0,1,0.0,silent_dropout,3,0.9999999664421756,cooperative
179357_3,179357,1,0.0,0.0,0.0,8.0,0.10124999999999999,0.0,1,0.0,silent_dropout,3,0.9999999602574626,cooperative
179357_4,179357,2,0.0,0.0,0.0,11.5,0.07012987012987013,0.0,1,0.0,silent_dropout,3,0.999999962688016,cooperative
179358_1,179358,1,0.0,0.0,0.0,19.0,0.016875000000000005,0.0,1,0.0,cooperative,3,0.9999999729518979,cooperative
179359_1,179359,1,0.0,0.0,0.0,20.0,0.0941860465116279,0.0,1,0.0,cooperative,3,0.9999999725756336,cooperative
179360_1,179360,1,0.0,0.0,0.0,11.0,0.04821428571428571,0.0,1,0.0,silent_dropout,3,0.9999999621890907,cooperative
179361_1,179361,2,0.0,0.0,0.0,19.5,0.03681818181818182,0.0,1,0.0,cooperative,3,0.9999999725760741,cooperative
179362_1,179362,1,0.3941185679308145,0.0,0.0,13.0,0.051923076923076926,0.0,1,1.0,cooperative,5,0.999999999971088,cooperative
179363_1,179363,1,0.0,0.0,0.0,4.0,0.2571428571428571,0.0,1,0.0,silent_dropout,3,0.999999979536238,cooperative
179364_1,179364,2,0.0,0.0,0.0,15.0,0.11134020618556702,0.0,1,0.0,cooperative,3,0.9999999678374009,cooperative
179365_1,179365,3,0.5366259319710925,0.46674865806663557,0.0,4.666666666666667,0.0,0.0,0,0.0,impatient,4,0.9999999433036197,cooperative
179366_1,179366,1,0.0,0.0,0.0,11.0,0.1453846153846154,0.0,1,0.0,silent_dropout,3,0.9999999667547398,cooperative
179366_2,179366,1,0.0,0.0,0.0,18.0,0.08766233766233765,0.0,1,0.0,cooperative,3,0.9999999702590974,cooperative
179366_3,179366,2,0.2523361988609284,0.3568572747067993,0.0,11.5,0.04909090909090909,0.0,1,0.0,silent_dropout,4,0.9999999994478763,cooperative
179367_1,179367,1,0.0,0.0,0.0,27.0,0.1157142857142857,0.0,1,1.0,cooperative,5,0.9999999993693081,cooperative
179367_2,179367,4,0.0,0.0,0.0,19.25,0.037155963302752296,0.0,0,0.25,cooperative,0,0.9999999998651283,cooperative
179367_3,179367,1,0.0,0.0,0.0,20.0,0.07105263157894737,0.0,1,0.0,cooperative,3,0.9999999724087058,cooperative
179367_4,179367,1,0.0,0.0,0.0,10.0,0.06585365853658538,0.0,1,1.0,silent_dropout,5,0.9999999999847766,cooperative
179367_5,179367,2,0.0,0.0,0.0,17.0,0.04576271186440679,0.0,1,0.0,cooperative,3,0.9999999693371149,cooperative
179368_1,179368,1,0.0,0.0,0.0,17.0,0.022500000000000003,0.0,1,1.0,cooperative,5,0.9999999998958486,cooperative
179369_1,179369,1,0.0,0.0,0.0,11.0,0.12,0.0,1,0.0,silent_dropout,3,0.999999964436477,cooperative
179370_1,179370,1,0.0,0.0,0.0,18.0,0.11440677966101695,0.0,1,1.0,cooperative,5,0.9999999998549143,cooperative
179371_1,179371,5,-0.04898373248074182,0.10953095561860314,0.2,17.0,0.05046728971962616,1.0,0,0.2,escalation_prone,2,1.0,cooperative
179372_1,179372,1,0.0,0.0,0.0,15.0,0.0782608695652174,0.0,1,1.0,cooperative,5,0.9999999999330669,cooperative
179373_1,179373,2,0.30667863019769126,0.433709078115578,0.0,8.0,0.0,0.0,1,0.5,silent_dropout,4,0.9999999999543174,cooperative
179374_1,179374,3,0.282761213319171,0.48975678787862564,0.0,15.666666666666666,0.1396551724137931,0.0,0,0.0,impatient,4,0.9999999971635147,cooperative
179375_1,179375,1,0.0,0.0,0.0,20.0,0.02368421052631579,0.0,1,0.0,cooperative,3,0.9999999737408171,cooperative
179376_1,179376,1,0.0,0.0,0.0,4.0,0.0,0.0,1,0.0,silent_dropout,3,0.9999999566579705,cooperative
179377_1,179377,1,0.0,0.0,0.0,2.0,0.1539473684210526,0.0,1,0.0,silent_dropout,3,0.9999999618213956,cooperative
179377_2,179377,1,0.0,0.0,0.0,3.0,0.20322580645161292,0.0,1,0.0,silent_dropout,3,0.9999999703086826,cooperative
179378_1,179378,9,0.0,0.0,0.2222222222222222,20.555555555555557,0.37941176470588234,0.0,0,0.0,escalation_prone,1,0.9999819753089347,escalation_prone
179379_1,179379,2,0.0,0.0,0.0,23.0,0.18386524822695033,0.0,1,0.0,cooperative,3,0.9999999800748862,cooperative
179380_1,179380,1,0.0,0.0,0.0,24.0,0.44081632653061226,0.0,1,0.0,cooperative,3,0.9999999978569605,cooperative
179381_1,179381,2,0.0,0.0,0.0,13.5,0.13170731707317077,0.0,1,0.5,cooperative,5,0.9999999852454842,cooperative
179382_1,179382,1,0.27084711851672144,0.0,0.0,18.0,0.07012987012987013,0.0,1,0.0,cooperative,3,0.9999999999887486,cooperative
179383_1,179383,1,0.0,0.0,0.0,25.0,0.031395348837209305,0.0,1,1.0,cooperative,5,0.9999999995372058,cooperative
179384_1,179384,2,0.0,0.0,0.0,5.5,0.10384615384615385,0.0,1,0.0,silent_dropout,3,0.999999958217491,cooperative
179385_1,179385,1,0.0,0.0,0.0,24.0,0.09545454545454544,0.0,1,0.0,cooperative,3,0.9999999768454553,cooperative
179386_1,179386,1,0.0,0.0,0.0,11.0,0.1163793103448276,0.0,1,0.0,silent_dropout,3,0.999999964162751,cooperative
179386_2,179386,2,0.0,0.0,0.0,3.0,0.225,0.0,1,0.0,silent_dropout,3,0.999999974030214,cooperative
179387_1,179387,4,0.0,0.0,0.0,15.75,0.06428571428571428,0.0,0,0.25,cooperative,0,0.999999999921318,cooperative
179388_1,179388,1,0.0,0.0,0.0,15.0,0.09999999999999999,0.0,1,0.0,cooperative,3,0.9999999673170207,cooperative
179389_1,179389,7,0.0,0.0,0.0,7.428571428571429,0.10253164556962026,0.0,0,0.14285714285714285,cooperative,0,0.9999999999853699,cooperative
179390_1,179390,1,0.0,0.0,0.0,9.0,0.34615384615384615,0.0,1,0.0,silent_dropout,3,0.999999991396944,cooperative
179390_2,179390,1,0.0,0.0,0.0,10.0,0.2911764705882353,0.0,1,0.0,silent_dropout,3,0.9999999855662907,cooperative
179391_1,179391,2,0.0,0.0,0.0,24.5,0.039705882352941174,0.0,1,0.0,cooperative,3,0.9999999780616913,cooperative
179392_1,179392,3,0.0,0.0,0.0,25.666666666666668,0.04308510638297872,0.0,0,0.0,cooperative,0,0.9999999996496598,cooperative
179393_1,179393,2,0.0,0.0,0.0,27.0,0.053465346534653464,0.0,1,0.0,cooperative,3,0.999999980251346,cooperative
179394_1,179394,2,0.0,0.0,0.0,10.5,0.45,0.0,1,0.0,silent_dropout,3,0.9999999976967331,cooperative
179395_1,179395,2,0.0,0.0,0.0,9.5,0.10887096774193548,0.0,1,0.5,silent_dropout,5,0.9999999959458421,cooperative
179396_1,179396,1,0.0,0.0,0.0,24.0,0.039705882352941174,0.0,1,0.0,cooperative,3,0.9999999775251711,cooperative
179397_1,179397,4,-0.07266053389584055,0.3051693351727236,0.0,22.75,0.04263157894736842,1.0,0,0.25,cooperative,2,1.0,cooperative
179398_1,179398,4,0.0,0.0,0.0,12.75,0.026470588235294117,0.0,0,0.25,cooperative,0,0.999999999960874,cooperative
179399_1,179399,2,0.0,0.0,0.0,5.0,0.162,0.0,1,0.0,silent_dropout,3,0.999999964598836,cooperative
179399_2,179399,1,0.0,0.0,0.0,9.0,0.13500000000000004,0.0,1,0.0,silent_dropout,3,0.9999999640267674,cooperative
179400_1,179400,1,0.0,0.0,0.0,15.0,0.2297872340425532,0.0,1,0.0,cooperative,3,0.9999999795468961,cooperative
179401_1,179401,2,0.0,0.0,0.0,17.5,0.08265306122448979,0.0,1,0.5,cooperative,5,0.9999999631360275,cooperative
179402_1,179402,1,0.0,0.0,0.0,9.0,0.15576923076923077,0.0,1,0.0,silent_dropout,3,0.9999999663713842,cooperative
179403_1,179403,1,0.0,0.0,0.0,25.0,0.10384615384615385,0.0,1,0.0,cooperative,3,0.9999999779812365,cooperative
179404_1,179404,2,0.0,0.0,0.0,24.5,0.125,0.0,1,0.0,cooperative,3,0.9999999780300437,cooperative
179405_1,179405,1,0.0,0.0,1.0,24.0,0.5088541666666666,0.0,1,0.0,escalation_prone,1,1.0,escalation_prone
179406_1,179406,1,0.0,0.0,0.0,22.0,0.14850000000000002,0.0,1,0.0,cooperative,3,0.9999999768040733,cooperative
179407_1,179407,1,0.0,0.0,0.0,24.0,0.03214285714285714,0.0,1,0.0,cooperative,3,0.9999999778135946,cooperative
179408_1,179408,2,0.0,0.0,0.0,16.0,0.03785046728971962,0.0,1,0.0,cooperative,3,0.9999999684050498,cooperative
179409_1,179409,1,0.0,0.0,0.0,9.0,0.11911764705882354,0.0,1,1.0,silent_dropout,5,0.9999999999880416,cooperative
179409_2,179409,1,0.0,0.0,0.0,14.0,0.18409090909090908,0.0,1,0.0,cooperative,3,0.9999999733834745,cooperative
179410_1,179410,3,0.0,0.0,0.0,18.666666666666668,0.09101123595505618,0.0,0,0.6666666666666666,cooperative,0,0.9999999997930296,cooperative
179411_1,179411,1,0.0,0.0,0.0,23.0,0.0509433962264151,0.0,1,0.0,cooperative,3,0.9999999760886492,cooperative
179412_1,179412,1,0.0,0.0,0.0,18.0,0.13125,0.0,1,1.0,cooperative,5,0.9999999998508713,cooperative
179413_1,179413,1,0.0,0.0,0.0,7.0,0.35526315789473684,0.0,1,0.0,silent_dropout,3,0.999999992073775,cooperative
